ticker,report_id,passage_id,passage_type,first_page_number,last_page_number,word_count,token_count,share_of_report_words,participates_in_alignment_gap,cumulative_corpus_word_share
KP2,15fb5b0d-cb2a-4633-8851-a31c37abe2f1,bca2caa6-185d-4bc7-9dac-36926d847595,PARAGRAPH,82,82,418,529,0.008584572414359648,True,0.04832647825702989
KP2,15fb5b0d-cb2a-4633-8851-a31c37abe2f1,e7cef808-ad80-4752-8a87-7b5887347803,LIST,86,86,527,599,0.010823133163558695,True,0.04870795927201551
KP2,15fb5b0d-cb2a-4633-8851-a31c37abe2f1,0fe08886-50c5-4adf-8172-c9494873748a,HEADING_WITH_BODY,96,97,308,531,0.0063254744105807935,True,0.04893091212327845
KP2,15fb5b0d-cb2a-4633-8851-a31c37abe2f1,46c3b8b1-4742-4791-9e61-9a7760161052,HEADING_WITH_BODY,110,111,400,590,0.008214901831923109,True,0.04922046128076279
KP2,8ac44907-16b3-41be-b0aa-a2047f51d366,4fc503c5-033b-48ff-a1eb-1c6b1a0d8d71,HEADING_WITH_BODY,3,3,307,529,0.005950650307224128,True,0.04944269025913202
KP2,8ac44907-16b3-41be-b0aa-a2047f51d366,8108dac2-55f6-4ec9-a268-5b5b07bff2e1,HEADING_WITH_BODY,4,4,385,522,0.007462541916225698,True,0.049721381323210696
KP2,8ac44907-16b3-41be-b0aa-a2047f51d366,20dff3c5-dec1-44d2-8b50-5276021537ee,PARAGRAPH,8,8,649,874,0.01257971351592332,True,0.050191174831229035
KP2,8ac44907-16b3-41be-b0aa-a2047f51d366,0cd35c79-6ba4-466e-8b78-00e84de8b629,LIST,9,9,723,930,0.014014072221899168,True,0.050714534933381974
KP2,8ac44907-16b3-41be-b0aa-a2047f51d366,8aaa4c04-41ce-47df-8975-2f2e6d368361,LIST,10,10,422,575,0.008179721269213623,True,0.051020009294527956
KP2,8ac44907-16b3-41be-b0aa-a2047f51d366,fb30acdf-a5bd-480c-8796-61497062e3c7,PARAGRAPH,14,14,564,681,0.010932139326626737,True,0.05142827360658087
KP2,8ac44907-16b3-41be-b0aa-a2047f51d366,cb814802-309a-490b-ad58-21ed4451f9ec,PARAGRAPH,21,21,593,716,0.011494252873563218,True,0.05185753023255141
KP2,8ac44907-16b3-41be-b0aa-a2047f51d366,6f533488-5ba2-4c14-9dd9-5fe445b0c36b,PARAGRAPH,22,22,563,681,0.010912756100870306,True,0.052265070671710614
KP2,8ac44907-16b3-41be-b0aa-a2047f51d366,7755ab13-38d5-4c5f-adb5-ddc400a825f7,PARAGRAPH,23,23,537,668,0.010408792231203117,True,0.05265379041563334
KP2,8ac44907-16b3-41be-b0aa-a2047f51d366,675d3d0e-f77e-4b49-a9fb-466f0360fced,LIST,24,24,508,598,0.009846678684266636,True,0.053021517845638445
KP2,8ac44907-16b3-41be-b0aa-a2047f51d366,ee39b2da-4717-468c-a14d-078f3aada996,PARAGRAPH,25,25,589,720,0.011416719970537496,True,0.053447878980034134
KP2,8ac44907-16b3-41be-b0aa-a2047f51d366,1940cf11-893e-4f24-b80a-a730be7b0ba7,PARAGRAPH,27,27,532,766,0.010311876102420965,True,0.05383297935948831
KP2,8ac44907-16b3-41be-b0aa-a2047f51d366,a926d2fa-7b8a-4d8d-a3e0-13e50efdffeb,PARAGRAPH,29,29,438,556,0.008489852881316508,True,0.05415003568693366
KP2,8ac44907-16b3-41be-b0aa-a2047f51d366,04a70b3a-d0ed-461e-a57a-4c232014fa72,PARAGRAPH,37,37,679,832,0.013161210288616231,True,0.05464154538176332
KP2,8ac44907-16b3-41be-b0aa-a2047f51d366,17c5a0ed-ce4a-46f8-afb2-623b66587218,LIST,57,57,546,615,0.01058324126301099,True,0.05503677998172945
KP2,8ac44907-16b3-41be-b0aa-a2047f51d366,ac7fd129-7066-4526-8b76-561990e11570,PARAGRAPH,58,58,597,715,0.01157178577658894,True,0.05546893209927482
KP2,8ac44907-16b3-41be-b0aa-a2047f51d366,290418d8-3d2e-4915-bc42-cfd04fe838fb,PARAGRAPH,59,59,431,518,0.008354170301021495,True,0.0557809213164642
KP2,8ac44907-16b3-41be-b0aa-a2047f51d366,a842ef7e-2925-4db7-bbb4-6a0f4e8a2bde,PARAGRAPH,60,60,504,596,0.009769145781240914,True,0.056145753254894466
KP2,8ac44907-16b3-41be-b0aa-a2047f51d366,5519bc81-be55-4067-8a0b-4d3c44665de5,PARAGRAPH,61,61,468,617,0.00907134965400942,True,0.056484525769151146
KP2,8ac44907-16b3-41be-b0aa-a2047f51d366,546b0edc-ffac-4fbd-9b97-37881a2f62a3,PARAGRAPH,70,70,547,657,0.01060262448876742,True,0.056880484242010976
KP2,8ac44907-16b3-41be-b0aa-a2047f51d366,f92401ac-296f-40d1-8ce3-d3a4c6e646ed,PARAGRAPH,73,73,540,624,0.010466941908472407,True,0.05727137560461484
KP2,8ac44907-16b3-41be-b0aa-a2047f51d366,b86b183b-74f1-4162-b2e4-eb64c79f7449,PARAGRAPH,78,78,416,540,0.00806342191467504,True,0.057572506728398545
KP2,8ac44907-16b3-41be-b0aa-a2047f51d366,af08cf4a-4a2a-45c3-bb3a-a0e55930512b,HEADING_WITH_BODY,84,84,219,558,0.004244926440658254,True,0.057731034892121225
KP2,8ac44907-16b3-41be-b0aa-a2047f51d366,c4e26054-c4a2-4fbb-8c88-5931c9958168,HEADING_WITH_BODY,85,85,250,624,0.004845806439107596,True,0.057912003115548935
KP2,8ac44907-16b3-41be-b0aa-a2047f51d366,25d84e9d-60f1-4a68-9658-5664368fac6a,PARAGRAPH,91,91,418,529,0.008102188366187901,True,0.05821458198512007
KP2,8ac44907-16b3-41be-b0aa-a2047f51d366,78abd32c-7733-4b3b-9477-015ffaaca279,LIST,95,95,527,599,0.010214959973638813,True,0.05859606300010568
KP2,8ac44907-16b3-41be-b0aa-a2047f51d366,bfe3705d-6e51-498b-88ad-6d6071c9904d,PARAGRAPH,104,104,424,529,0.008218487720726484,True,0.058902985107039084
KP2,8ac44907-16b3-41be-b0aa-a2047f51d366,484830d7-a901-418c-b5ce-7b18b3f8916e,MULTI_PARAGRAPH,127,127,264,585,0.005117171599697622,True,0.059094087550978745
SBP,a778946b-b598-43d5-80eb-8df78da559c4,bbf754e7-bcee-4040-9e57-68b8fc9d8ed1,HEADING_WITH_BODY,44,44,291,557,0.01501160691256126,,0.059304734563048606
SDL,67ce190f-2d0c-4c58-ab57-aee35a812471,63f017eb-ec91-41e7-bc30-e60796648965,PARAGRAPH,2,2,437,562,0.021706735545400358,,0.05962106701760025
SDL,67ce190f-2d0c-4c58-ab57-aee35a812471,2622a84e-7361-40a4-b3fd-d83b1065d31d,MULTI_PARAGRAPH,10,10,397,566,0.019719848996622293,,0.05990844455640345
SDL,67ce190f-2d0c-4c58-ab57-aee35a812471,9bb61de2-922d-4d7e-b840-a35d24dc4d43,PARAGRAPH,18,18,443,572,0.02200476852771707,,0.06022912024831736
SDL,67ce190f-2d0c-4c58-ab57-aee35a812471,793cb88d-d9fd-4ab4-9e5e-745285fdbfc2,PARAGRAPH,19,19,516,700,0.025630836479237036,,0.060602638661472155
SDL,67ce190f-2d0c-4c58-ab57-aee35a812471,f3ef2cda-c54a-415b-9156-e3ec15f1ce65,HEADING_WITH_BODY,20,20,381,525,0.018925094377111068,,0.060878434233975987
SDL,67ce190f-2d0c-4c58-ab57-aee35a812471,21808f2c-5d62-40f1-b42c-5b00e4e4e6a1,HEADING_WITH_BODY,45,45,346,559,0.01718656864693026,,0.06112889425519994
KP2,6727add6-a49e-45ee-8153-74bc358cea76,ef8f4a96-9236-4f3e-b2d7-c330b9cbae29,PARAGRAPH,9,9,578,769,0.011302970451923265,True,0.06154729278776481
KP2,6727add6-a49e-45ee-8153-74bc358cea76,2b618b99-cf81-419c-a25c-8046682ea7e1,LIST,11,11,576,728,0.011263859827522146,True,0.061964243574542256
KP2,6727add6-a49e-45ee-8153-74bc358cea76,284358e4-189e-4a41-aed8-07dc82566b15,MULTI_PARAGRAPH,12,13,400,596,0.007822124880223713,True,0.0622537927320266
KP2,6727add6-a49e-45ee-8153-74bc358cea76,4cc70794-4965-4039-b3dd-08d0ca34eee7,PARAGRAPH,14,14,421,536,0.008232786436435458,True,0.06255854322027886
KP2,6727add6-a49e-45ee-8153-74bc358cea76,0960f262-c481-4386-b8f1-825d33d03778,PARAGRAPH,16,16,518,657,0.010129651719889709,True,0.06293350937922108
KP2,6727add6-a49e-45ee-8153-74bc358cea76,90e22eac-6095-4082-9def-9b4b94ac59bf,PARAGRAPH,19,19,524,653,0.010246983593093064,True,0.06331281877552557
KP2,6727add6-a49e-45ee-8153-74bc358cea76,cec559b7-9f09-41fb-8819-d69fd5e3b81b,PARAGRAPH,20,20,540,653,0.010559868588302013,True,0.06370371013812942
KP2,6727add6-a49e-45ee-8153-74bc358cea76,3fdbf438-6853-44b9-8492-ec19b91f5ab5,PARAGRAPH,29,29,603,726,0.011791853256937247,True,0.06414020549303706
KP2,6727add6-a49e-45ee-8153-74bc358cea76,e98c4eeb-6d5f-4e18-803d-37812902ef45,PARAGRAPH,31,31,611,781,0.011948295754541722,True,0.0645824918310944
KP2,6727add6-a49e-45ee-8153-74bc358cea76,c27e0b5d-29ec-4de9-8401-5d283c65bd04,PARAGRAPH,33,33,539,665,0.010540313276101453,True,0.06497265932080454
KP2,6727add6-a49e-45ee-8153-74bc358cea76,4f2e07d7-6eda-4ead-9397-11196d269a49,PARAGRAPH,34,34,591,706,0.011557189510530535,True,0.06540046820098765
KP2,6727add6-a49e-45ee-8153-74bc358cea76,22b37cd0-69a9-4586-a1ea-6c3b25458749,PARAGRAPH,35,35,457,548,0.008936777675655592,True,0.0657312781134135
KP2,6727add6-a49e-45ee-8153-74bc358cea76,70662610-152a-4335-91cd-c50931cc1cc7,PARAGRAPH,36,36,516,707,0.010090541095488589,True,0.06610479652656831
KP2,6727add6-a49e-45ee-8153-74bc358cea76,67816343-114e-4b72-868c-f0d01eb620ea,MULTI_PARAGRAPH,37,38,377,547,0.00737235269961085,True,0.0663776966074973
KP2,6727add6-a49e-45ee-8153-74bc358cea76,6d21b97d-909c-455d-9f40-2a0f54e6c0ac,HEADING_WITH_BODY,42,42,354,519,0.0069225805189979854,True,0.06663394761187094
KP2,6727add6-a49e-45ee-8153-74bc358cea76,20e557f8-4e61-448d-b01b-5f26f09d326a,PARAGRAPH,46,46,539,623,0.010540313276101453,True,0.06702411510158109
KP2,6727add6-a49e-45ee-8153-74bc358cea76,e453c670-778d-4368-bacf-adfd486c92cb,PARAGRAPH,63,63,481,554,0.009406105168469014,True,0.06737229796345601
KP2,6727add6-a49e-45ee-8153-74bc358cea76,c98ef1cf-0ac2-43ae-b5bd-dfc5e51cfe77,PARAGRAPH,64,64,485,551,0.009484326417271252,True,0.06772337631690577
KP2,6727add6-a49e-45ee-8153-74bc358cea76,d6722707-0e20-40b9-a9a6-c57fdccd6025,PARAGRAPH,65,65,602,720,0.011772297944736687,True,0.0681591477989197
KP2,6727add6-a49e-45ee-8153-74bc358cea76,6453dde9-1ab7-413a-941e-1dbbad021e07,HEADING_WITH_BODY,68,68,400,539,0.007822124880223713,True,0.06844869695640403
KP2,6727add6-a49e-45ee-8153-74bc358cea76,161c0271-792c-467f-bff1-d951cf72301e,PARAGRAPH,69,69,432,526,0.00844789487064161,True,0.06876141004648711
KP2,6727add6-a49e-45ee-8153-74bc358cea76,ac87bf9c-23fc-4693-a0c5-c4967ccf1f84,PARAGRAPH,77,77,547,657,0.010696755773705928,True,0.06915736851934695
KP2,6727add6-a49e-45ee-8153-74bc358cea76,7d039a36-519e-430f-9a3e-3d1aca4245ba,HEADING_WITH_BODY,94,94,236,590,0.004615053679331991,True,0.06932820252226271
KP2,6727add6-a49e-45ee-8153-74bc358cea76,180a0de1-09e0-4bb4-8f6e-bcd6e275bdc5,PARAGRAPH,98,98,555,656,0.010853198271310401,True,0.06972995197827223
KP2,6727add6-a49e-45ee-8153-74bc358cea76,f49e14a2-86b0-47ca-a217-a7684096151c,PARAGRAPH,100,100,418,529,0.00817412049983378,True,0.07003253084784336
KP2,6727add6-a49e-45ee-8153-74bc358cea76,0d2d7afa-621f-40b2-834d-14f118af8bd0,LIST,104,104,527,600,0.010305649529694741,True,0.07041401186282899
KP2,6727add6-a49e-45ee-8153-74bc358cea76,fa662841-e8ba-4fe7-a5e3-8e410f5cf8e8,HEADING_WITH_BODY,119,120,368,545,0.007196354889805816,True,0.07068039708771458
KP2,6727add6-a49e-45ee-8153-74bc358cea76,9a8f605d-3a1d-4f6b-b69f-4ad844e7aeae,HEADING_WITH_BODY,122,123,400,520,0.007822124880223713,True,0.07096994624519891
KP2,6727add6-a49e-45ee-8153-74bc358cea76,2e7ce425-1a5a-4af4-849b-a110e38dba10,TABLE_CONTEXT,135,136,300,549,0.005866593660167785,True,0.07118710811331216
SBP,95435d37-add8-401b-b381-a4b3bca05b56,d6e354fe-8ed1-4c3c-8106-0c9224c1c463,MULTI_PARAGRAPH,10,10,357,535,0.01844103517743685,,0.07144553073636695
SBP,95435d37-add8-401b-b381-a4b3bca05b56,37277cd0-443d-4382-9457-0c3633ac523e,MULTI_PARAGRAPH,26,27,356,514,0.01838937961671574,,0.071703229486528
SBP,95435d37-add8-401b-b381-a4b3bca05b56,851cf89a-a324-470a-9e9b-752f20e335ed,HEADING_WITH_BODY,44,44,269,520,0.013895345833979028,,0.07189795129493622
SDL,1bcb0b78-58e8-4ac2-a2ee-0c25ef6364a3,0f7d1315-88ca-4dce-938a-12eeefc79098,MULTI_PARAGRAPH,9,9,396,558,0.019772318753744758,,0.07218460496084572
SDL,1bcb0b78-58e8-4ac2-a2ee-0c25ef6364a3,bc009070-13de-476c-902e-92ea4f95dc63,PARAGRAPH,12,12,551,753,0.02751148392250849,,0.0725834589252804
SDL,1bcb0b78-58e8-4ac2-a2ee-0c25ef6364a3,c29a39e0-897a-4318-ae44-8ce98beb9192,LIST,13,13,517,687,0.025813860595166768,,0.0729577012113289
SDL,1bcb0b78-58e8-4ac2-a2ee-0c25ef6364a3,365cd952-8a42-4cf5-b8c5-32647684e5c4,PARAGRAPH,14,14,398,519,0.019872178949470742,,0.07324580262302582
