publication_id,target_passage_id,ticker,source_passage_id,heading
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,ec7c70f3-7339-5bcb-8669-09eb35c594f1,KP2,19094d7e-4082-44dd-a059-f0be70291019,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,27c74879-b5ec-5ff0-903e-5c5ea7384bf3,KP2,3d9f1e2a-2efa-4875-9ede-6b0bb2ff9567,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,c9334e7a-dbc0-512e-b8ed-d372701762c1,KP2,8356ff08-7c29-4173-94bb-5f32a80f71f6,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,eca2c86c-94fe-5f08-9e39-0c14174d1e73,KP2,3c114c5d-5299-48ae-9690-b3693380aedb,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,abd53f38-5d8e-585c-b8c2-395f5174e488,KP2,fd8a4a25-b05d-4c6c-ba1b-6126d124203c,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,7b668854-9aa7-559f-af77-b04e191aa9e1,KP2,5e5cf40d-7da0-4dd8-b8e8-1e4d2d601f27,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,c339754d-a000-544e-8eaf-2bf65f9bdd35,KP2,d2178432-706f-4102-9b4b-329c394340e3,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,cdd40bd1-2bf4-51ae-b8ae-d4dca34b2a54,KP2,082969ca-b03d-458e-b3fc-9ff9148ddedc,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,4b17247f-41a9-5093-b212-2717848ddf25,KP2,d0f70bae-cec4-4139-8da3-a943d413a913,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,995dd1e4-8981-5fa4-8826-509759632489,KP2,1032220d-0665-40fb-80fc-38573be6fcff,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,2865ee1a-c660-5fbd-b97d-3fa26a836b67,KP2,4229de42-ba17-4b91-bddf-1020f74864a5,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,0958c881-c843-5e96-81ab-ea654f45699b,KP2,7ddb470c-9f51-4b38-b7e5-d01561e11c56,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,93baa85d-2252-5e96-89f7-f818a58c31f8,KP2,d18e813f-ada2-4598-b9c1-0c5dd7fa76fa,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,37e97b32-d35c-556d-8356-2b6267d9acc5,KP2,51cb89bd-5963-40de-bcd8-db5a06900bff,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,c313dcaf-66f7-5ea5-8097-034808276643,KP2,3470fdea-b693-4fff-a3f0-8a4333dfd3a4,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,d58f0901-dc62-556b-8f98-1109b4404bec,KP2,f17f9387-b7f2-41b1-bf79-d4faa009de66,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,fa0fdede-476f-54f6-b125-1cc657a50e65,KP2,40806fa8-199d-41fb-90b1-efd1052bfacf,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,2f5e2627-1737-557c-a233-90e2b7db9139,KP2,b159245b-8836-4bf5-8094-b2e335693e3d,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,1b6f8c1d-d3c2-5cdd-9991-ab8687f0ebe2,KP2,8dd82deb-c3c1-4892-80f3-655fefd57abe,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,7aefdc8b-0aee-54df-a909-b1b8d5925591,KP2,1e0f029e-bfbe-434f-95e1-785de3873b1a,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,396a7ae6-3a70-508a-b04e-5323512fcebf,KP2,aeffd08b-903e-4c56-8f23-dc68e3134d87,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,1b3fa725-a85d-504d-a79b-48684a773976,KP2,92829771-4c48-42ce-9577-8af9393d4fec,CORPORATE GOVERNANCE REPORT (CONT)
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,b8f9134b-1752-55f2-92fd-815d06fe3d00,KP2,726cb0ab-5cbf-4e4c-bd9e-497ab7d881ef,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,64a465cc-0f91-5f90-9e3f-b327219a74ff,KP2,821c8a03-8b45-4f96-8635-aca56d71b905,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,2cb527ac-414a-54d0-8edd-9c8f15558df6,KP2,c6b769e1-c314-4f89-a4cd-59c151c263d1,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,b548703d-db04-5590-aceb-f6a12328c35f,KP2,117c4d46-2f1b-42aa-bf36-4903f26e438b,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,e0108ece-9f44-54ee-a1e1-3b6158684386,KP2,fcca7ecc-0d8e-4b85-8dc2-fc77ba41816a,Fair Value at
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,91da19bf-c8c6-5388-9dc1-58cceb49fe75,KP2,9d67dffb-00fa-44d7-a031-efb55c576439,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,ce5b01b2-ce63-58f0-be90-8c4783999af0,KP2,edc63d46-1442-4665-ad31-4aa262c6b187,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,dd73f101-dd2c-51f2-96f8-f3a3f37cb8e4,KP2,f4e9270b-4f5b-4e9b-acba-56da5214be83,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,21d2e022-1489-56b4-875a-7681ea143cb2,KP2,cf637f90-7bd3-40a7-a92e-9f30a39f097b,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,a84ae8d2-dacc-597f-8215-68d878ed254b,KP2,c5704dff-4c73-4f00-a1f4-25368d9ce5b0,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,57ebc2f1-d609-5411-aa89-0e184f361919,KP2,fdfca145-9027-4528-8a79-359ac145351d,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,5153c9d3-22dc-57e2-a710-332839e3c081,KP2,66cb230f-a7c9-430c-83db-f0f5f64bbac5,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,3ec19f99-882d-58b6-bea1-3f6f4d93d291,KP2,3756b9e5-7175-42a6-84e7-316eac886441,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,24036db9-9fda-5edb-b88a-b99e00f8842b,KP2,7a7834c6-da92-458b-bce8-fe1e8c1280f4,
