publication_id,target_embedding_id,target_passage_id,dimensions_ok,vector_nonzero
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,eb773c1c-0919-57ed-a1f5-df7cb69fb8e7,014a7525-f54d-589b-8e3b-c45ad5c44011,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,1cd8b662-6e0f-5e70-a112-a2fa900d49bb,014f2f10-a2b1-5ced-bf73-893444547199,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,2499b55c-a462-546c-8c4f-7eab09b6de22,014f5109-7a89-5fa9-af3a-f4613216e126,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,4d568ece-36e2-5a6c-9c0c-5dcd0bdace89,0155d061-ac4d-585f-8489-b602434e1227,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,cd2d71cc-177a-5656-b798-4051807ce1de,015751c5-7a90-59b7-8f6e-1bc6072ca716,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,ce9f0af5-0006-5972-af1c-106245065359,0158414a-fd25-5b93-b2fb-53a8b63d05a8,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,d607dbae-8690-55c2-b2d5-5ba177c76d90,01592c64-f398-5ace-832e-5c77b493b79b,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,c347e0cb-3dd3-538a-a9de-fb880d6014ed,01597759-1586-5863-b711-0448c785530c,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,6bc35ca1-66c8-5c19-9ef8-36906d3afbbc,01624797-29b5-58f1-b255-53138905c688,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,56b2c003-ab4b-5409-9744-b132123aa4d8,0169e875-cafa-5fc1-8488-d5a71bee8008,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,dc017b3d-7eff-5a1c-b10f-cd11eba802b7,016a896c-3d13-5026-9266-e9fe6f5de703,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,d9e4b22c-a267-5ba8-a9db-1cf18b76b9d0,016e9cd0-7cac-5fcb-978b-0da01b6ded54,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,959c1d06-51ba-5f69-a0eb-5973d32b1d26,016f0f94-54ee-5086-906e-68280be06431,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,8d83aa71-f2da-5030-9f52-d4d4355dbfeb,0172b9f9-a49e-5ba9-a9f6-fc47f04e77b3,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,507be5fe-4d8d-58cf-9146-2c743f0688e8,0174af28-cfc6-55f1-b59e-e9092d5b7c20,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,50c328ca-d8c7-53b6-88ec-904a59560eb6,0174f2b0-a6b1-5da7-971d-9036d213102c,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,5b8bba48-f12e-5eda-9bc2-92f02b357627,018191ae-3fab-5577-b95e-565ef45a8e9f,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,4ba379fa-b105-5a54-96e9-479f36edc0bb,018226a4-8d4a-5190-85a5-540bdd13459d,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,d471ed3e-0c9c-5c19-950f-c474ebe3b327,018eef70-8e2a-5d04-a8e6-6b638408bee1,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,16972619-9445-5e85-8eb3-2be2504672a8,0191eb6c-4b57-5f94-9d05-9060f43dffac,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,f32799ec-1bd1-5a7a-bcd3-86ad376db88a,019aa8b1-6b56-554f-b3ba-a240edcb9ced,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,fb2669c8-13a2-5fdf-b231-76b0868bd9a0,019cb365-c6a5-5005-8ea2-572a2c071e8a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,85c0ae3e-be44-5e5e-886c-41431e6e4a76,01a0c720-461c-50c0-90d7-e5eee6a7ae42,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,1171a44f-7135-5ae4-a207-5de1ac28043a,01a145c0-2ce1-58a0-904e-1916aeb39938,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,6be2a863-ca80-535c-9d98-dc573640cf95,01a3203e-bee3-520e-9c65-f4e5c163744e,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,9ae3f574-9f8b-55d7-b32b-13c115cd6b5a,01a328ff-a5ac-52f4-ab55-b0b0a276158d,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,c9095b18-ce5c-588f-a20c-11528dd7409e,01a40b40-a0c8-56fb-834f-006bc1fb86b7,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,ab2798fd-2882-5929-ab29-58c46cbd98f9,01a5d808-6d6c-5a8a-977e-450378987a40,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,54228d78-20f6-526f-aec0-a9198dda79fc,01a63f13-f692-58b0-8641-f045ad9882ad,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,7a2ef285-4550-58d8-9e65-cd04f5c66251,01ab184c-2183-51fa-8c31-084c46baaebc,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,6ea9c59e-c8e8-5392-96ba-05a849f7537b,01ad27fa-7e26-5306-8d7d-91d308b9b616,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,1bade95a-a0db-548d-90f4-003f63b4d1fc,01aff832-9db6-5031-a25b-a4b772b1d068,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,af904cc1-5d3f-5858-aa9e-1424ee9ba5b8,01b6153a-2fac-5c7d-89b0-596dccc6f1ad,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,f58c35fc-b684-5d7d-bc45-4b79b14d672a,01b7753f-c4e9-5aa5-b65e-c8e5a1a7983d,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,8326a5b5-e9ec-5318-bd0d-ba4bca9dadd6,01b8f130-75e5-5ceb-92b5-1c6f3f34af45,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,1e3c1617-c098-5991-be5e-f92e841084a7,01bad83d-ef75-52ab-80a7-a9c339c071a0,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,9864534c-e5b3-5934-b881-106fd36e4ee6,01bc9bb4-22d1-5a16-ac57-583567f5aaa6,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,6581a035-8101-59fe-aa97-e9ca34c95ff1,01bcd06d-74fe-5181-99a7-0688475ea3b9,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,a768e872-ace6-54c5-b0f4-f48a9e3c5b66,01c7419d-9f77-58c6-995d-ebaef56adb63,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,9e21316e-f946-5d39-bf24-eaaa225fb593,01c84664-64ca-53ae-805b-1a72d878b669,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,9c15176c-4058-55b5-95e2-9ad4e75f46c2,01cde8ff-28ce-5de0-9e07-1e29dff9d1f4,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,a082465b-e12c-5d12-bbf9-51fe289499ce,01cf8ae5-60ee-5e53-83b9-d0c30f9c143e,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,698a6175-3617-5e3d-8c09-a360c7a5950d,01cfbbfb-a997-5ff1-abd2-1db790fa546a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,5665fd34-a760-5563-9f3a-4eb739446e04,01d29bca-8496-5855-aa1e-8248b1be6d90,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,2f722ef0-293a-59e8-b55c-705a6253749e,01d52137-5b90-532b-afb1-627259badc5b,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,1f8c3237-f500-54fc-bdda-7ac2e4c29ff4,01daf5d1-cfc7-53ff-b71a-2a674a3092d1,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,5dde3015-0242-516c-aaf1-a6ed984bd4b8,01dc0340-b2cc-5b75-934b-d9f5c875722e,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,542a6aee-e9d2-5c14-bd51-d116fb8ce5ab,01e10e78-4616-51b4-b540-5cf6e30fc20c,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,337ff9c2-98c0-577c-ad1e-d2f05b11ee7f,01e64540-710f-5743-a957-4caab8dc9676,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,0a5472b0-0078-534a-a3dc-0c7ddf4c51c9,01e6d436-16d7-548a-a0a2-071ec82c5351,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,49d76fbe-182b-55b8-b1c4-a66c9af833cf,01e78c9a-2750-5e48-ba98-e25141b3bd45,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,bfaea3a9-7164-5317-b989-e5fd36a0f494,01e9683e-70d2-54c4-8905-8980e9e33a22,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,60ee250a-a0b3-5f2f-9b4f-24e22b43b24d,01eb190c-fab5-56eb-80be-3d71d8672eb5,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,c90ab9e3-3e84-5fbd-a2fb-cfef44c12285,01ebd9a7-e0a8-5efe-a1a1-86c0e4fbbd60,True,True
