ticker,report_pair_id,population,analyzed_words,words_vs_baseline_pct,net_tone_change,net_tone_change_delta_vs_baseline,positive_rate_change,negative_rate_change,uncertainty_rate_change,litigious_rate_change,constraining_rate_change,strong_modal_rate_change,weak_modal_rate_change
ACT,7022dc8d-a738-42dd-87d0-1c3671a93aba,5_high_only,19502,0.25796637521660337,-11.415509588020193,-4.83562284139907,-7.507650067123903,3.9078595208962907,1.5200743097066614,-1.5210333471260356,0.45924814604989006,-0.42369837261812204,0.1760269590649699
ACT,7022dc8d-a738-42dd-87d0-1c3671a93aba,6_exclude_ambiguous,69718,0.9222079657138322,-6.437196024492231,0.14269072212889178,-4.8630841275707954,1.5741118969214352,0.23390407757246834,0.8137351860861637,-0.40875432430336023,-0.7058441741774146,0.24490543603012505
ACT,7022dc8d-a738-42dd-87d0-1c3671a93aba,7_exclude_collision_flagged,30172,0.3991058082778873,-9.832591310813024,-3.2527045641919017,-7.643016358424907,2.189574952388117,-0.020117956502433643,-1.0697552800876853,0.9521085683685984,-2.1695860753499527,-0.01722288851812337
ACT,7022dc8d-a738-42dd-87d0-1c3671a93aba,8_exclude_split_merge_flagged,75599,1.0,-6.579886746621122,0.0,-5.313594746826563,1.266291999794559,-0.04441208355277659,0.5642956142528668,-0.26538312895921035,-1.2345389215369078,0.13826671708960303
ACT,d4b52e4b-2e0c-44f7-93b6-83b1fe0e6d43,1_all_alignments,65233,1.0,3.5795524585380445,0.0,3.07411593462286,-0.5054365239151846,-0.8859213463686268,-0.3611554606526992,-0.2028356254280963,-0.7297177470794738,-0.6700397042426713
ACT,d4b52e4b-2e0c-44f7-93b6-83b1fe0e6d43,2_exclude_needs_review,23461,0.3596492572777582,5.138273746347759,1.558721287809714,3.36220447658631,-1.7760692697614484,-0.6727468880538678,-1.499801541853686,-0.9647513852728316,-1.495211650804586,-1.7487484897072785
ACT,d4b52e4b-2e0c-44f7-93b6-83b1fe0e6d43,3_high_medium_low,23461,0.3596492572777582,5.138273746347759,1.558721287809714,3.36220447658631,-1.7760692697614484,-0.6727468880538678,-1.499801541853686,-0.9647513852728316,-1.495211650804586,-1.7487484897072785
ACT,d4b52e4b-2e0c-44f7-93b6-83b1fe0e6d43,4_high_medium_only,22220,0.34062514371560404,6.299324790966816,2.7197723324287715,3.2231676489717636,-3.0761571419950524,-0.8419997452041388,-1.5170411495316456,-0.8884329383997485,-1.5151972321123246,-1.7138374268300043
ACT,d4b52e4b-2e0c-44f7-93b6-83b1fe0e6d43,5_high_only,21246,0.32569405055723333,5.815273433946299,2.2357209754082543,2.689641464810851,-3.1256319691354477,-0.8156411043267742,-1.4188341999071108,-0.7913154146809172,-1.553693850950527,-1.703656614108902
ACT,d4b52e4b-2e0c-44f7-93b6-83b1fe0e6d43,6_exclude_ambiguous,62681,0.9608786963653365,3.707784847541724,0.12823238900367961,3.257289188309045,-0.4504956592326792,-0.7041782763816071,-0.28440933490735354,-0.25622909247470815,-0.7949151538185824,-0.7016318010558265
ACT,d4b52e4b-2e0c-44f7-93b6-83b1fe0e6d43,7_exclude_collision_flagged,27216,0.41721214722609723,5.018155433870536,1.4386029753324916,3.3550787636571258,-1.6630766702134103,-1.056183444493465,-1.7806706805422197,-0.7601709357347377,-1.098895751693354,-1.484658171783493
ACT,d4b52e4b-2e0c-44f7-93b6-83b1fe0e6d43,8_exclude_split_merge_flagged,65233,1.0,3.5795524585380445,0.0,3.07411593462286,-0.5054365239151846,-0.8859213463686268,-0.3611554606526992,-0.2028356254280963,-0.7297177470794738,-0.6700397042426713
ACT,01cdd41c-b18e-42ae-9105-7d4105383940,1_all_alignments,73740,1.0,-1.9748438324375588,0.0,0.3175653371885119,2.2924091696260707,0.6905135529241031,-0.4424663253755341,-0.22717588257655796,0.37804450136725887,0.7629798173917322
ACT,01cdd41c-b18e-42ae-9105-7d4105383940,2_exclude_needs_review,27185,0.36866015730946566,0.5332648719274555,2.5081087043650143,6.0011221664545715,5.467857294527116,1.871832580842038,-0.8142116892087641,0.1252248078228888,1.5072224678394095,1.5851735178216493
ACT,01cdd41c-b18e-42ae-9105-7d4105383940,3_high_medium_low,27185,0.36866015730946566,0.5332648719274555,2.5081087043650143,6.0011221664545715,5.467857294527116,1.871832580842038,-0.8142116892087641,0.1252248078228888,1.5072224678394095,1.5851735178216493
ACT,01cdd41c-b18e-42ae-9105-7d4105383940,4_high_medium_only,26761,0.3629102251152699,0.39289976725167364,2.3677435996892324,5.828279901399956,5.435380134148282,1.901183824333395,-0.9718602137184575,0.18968994370233938,1.5664856324607905,1.6318587736077568
ACT,01cdd41c-b18e-42ae-9105-7d4105383940,5_high_only,25836,0.35036615134255494,0.3883250900159041,2.363168922453463,6.366324609598966,5.9779995195830615,1.9899909505390063,-1.037713041015869,0.11014406748129968,1.726119689824392,1.7070400073977356
