publication_id,target_chunk_id,target_report_id,dimensions_ok,vector_nonzero
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,d9f538a3-5c20-59ea-a322-e51a38549147,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,3f4ee076-9ea0-55fa-80ce-3df66d680ed6,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,f56e9bb9-ef82-5bf6-ae67-f88b2a13e410,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,659763d2-fd69-5037-9241-db6c5354fecc,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,b920c2b6-318b-589a-a72a-ff8010f84264,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,7eceb283-79f2-5d21-8f06-cd446f1f47ca,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,94413d08-d343-58d5-89c2-e2a0b204bd47,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,616e9958-89dc-538f-9de6-96928f27446c,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,0226d729-8624-5989-a79d-dff25d952b62,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,d2e017da-f334-566c-9bd9-34c80850011e,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,e5a95f16-76f9-5338-b888-75d97a646ef8,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,1803d26f-6490-5a18-a857-323445b343f4,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,5728ffd9-cdbe-53d0-9738-49c8cf45be33,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,784ecec3-7d21-500d-942f-2410ced2b81e,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,bab6ccc3-a1c9-5de4-b3a1-a9aa6f9c80ff,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,248f84a1-0cb5-5e21-854c-ee9c1e2647ca,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,b8c7ee17-21d8-5171-a026-b3eb4d7612ec,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,32db78f7-e969-5ac8-9943-b4ae85824625,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,24b6cd1e-0343-52b3-ab74-95960eef2c86,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,dff5be69-2607-58ff-819d-a7f45b0fc669,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,8a5aa000-80ac-54ca-bc65-cdce997a3653,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,a347293f-1db0-52ee-971f-4a578e412770,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,d9d1c525-fd11-549f-8e5a-82f08908fb10,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,2d17a5b6-dc46-5884-b91c-3f4feb2f0964,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,58380336-0b5f-56cb-84e3-61c41471754f,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,21801c94-960e-5606-97f1-469843d9702c,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,9b522b61-7d96-5fed-8c44-e72014561e86,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,593a2d7c-dfc7-54fe-91fd-3eed1c7086b9,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,a80c8360-a151-5145-96f5-2cc0bd9e3e94,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,0c4b59c5-efdd-59e2-b5cf-98c95b4eed92,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,1396b56f-2d1a-5dff-9361-4c30efe19feb,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,73225bf9-a617-5e0e-a86d-cd97ac191ef6,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,e36cfa00-f246-54a4-bc01-c3ce3fcddd5a,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,8301987e-d20c-5b42-b934-4cc50970f1de,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,94bef0d7-6188-52e7-b671-b891a404c43c,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,fa899a7e-316a-537c-a7da-500547a06761,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,296ddbbc-e7d1-5d52-a696-0f524b8c53c6,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,481db804-da3c-51b9-8bb4-671f7943963e,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,dc3fadba-b8d3-5214-8789-31495eff3a5f,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,feb21148-e73a-5762-b614-65846dd06675,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,fbd9c209-4073-5992-8184-c39ea1924f39,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,5fb307bb-b8a3-5a70-9664-c74fd2f09b75,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,3d93b2cf-489c-59e7-96e8-582d2fbe7c0e,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,c5c2c372-f591-59f2-b574-c0865187f40f,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,b14aad32-86a6-5b5c-ac92-b8d5c74faf1e,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,863210c4-50b8-5d5a-bb4b-1e950580f8f9,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,f2441437-df32-5075-8c51-74633031d8b0,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,2a480372-31d5-5a7a-9fa7-6989f818be7f,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,0e8f6381-827a-59f7-9dd4-75570a132fca,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,4151838f-3318-5f6b-970f-409a7d7645aa,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,448a2867-dc6c-5449-a6bd-33e0b0c9fdac,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,95904d47-2d02-596a-b851-758814823f01,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,e57969a0-7e20-5c4d-8c50-0e3d39dab80d,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,5b3e2493-68bf-51c9-8ae3-662585d59680,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,16b23b1d-00f7-5694-bf0c-24548144fbc4,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,54b4b907-137e-5e31-bb35-e054d967ba13,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,2c8e3e82-f342-5040-8f04-0a170f084306,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,cab67440-870e-5dd1-b6bf-9b3f3483869c,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,2c326244-a91e-5fd5-b791-1a24c92f1d8e,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,23d19933-e0ef-5638-be2d-1c81fa65ed4d,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,4ddc1c43-e2f9-5017-aa0d-44d906ac03f4,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,3bdebc2a-f4fd-5a67-8d6a-be8f4569d466,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,39b804ec-dd77-5215-af72-d541d7f898fe,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,358a8ee9-6b9f-52cc-b110-2a2389792207,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,36e94ee6-eaf1-5f4f-a0d4-3a0378a628ad,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,731a2574-f8f8-56ec-9179-4b7a52338edd,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,f2439a48-a0db-5358-9a9b-2d53d9dcefe9,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,92421d83-80bb-56bf-93ec-f82071261afd,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,0f74bc0e-f8de-5371-bc7d-684a1675f40f,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,a78d58d0-94da-501d-852c-bb0b976887c0,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,67cda233-4374-56d3-97d8-37ef35a36245,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,c5efe9fe-8b62-5a57-8ecb-506eeab5bdc4,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,aa602b2d-bcfa-5d26-b5df-6ef5b0034b15,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,33018449-7e72-59d2-bb15-d5c2db3ca36c,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,d076951e-ac12-5b52-8fc6-62b3acded7f6,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,1069e843-3923-5831-b255-0dae129d0e0d,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,14f9addc-149e-52d4-8ae5-c49ef2bef5a0,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,1b215666-322e-5b26-8e38-9256159250ae,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,9b063eea-6781-5545-bfce-4f799ebe2ad3,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,7ceaca9b-ed36-583e-b6e8-b6239b4f0eb6,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,ad304b0e-1c41-5f57-905a-2eac0ada09c6,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,bbaf6942-46a0-5ec2-a590-3ed9808859a4,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,5d5edc30-5402-588b-a9b8-5fb9beb09ad7,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,443c4428-e9d6-5c6b-91c3-f9ce39f9d99f,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,73fb95cf-aa23-5467-8e84-d6270e35e80b,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,0fccc47d-5b09-5dc6-ae69-5852a982d087,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,c0788e88-6ef3-5b36-87f5-4a23fc66666b,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,80fa703a-69f3-5135-8f24-fcab93fa8b01,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,7b7efe12-e371-5ba6-a33d-7158d868a43a,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,1a421712-08f6-5175-a009-a7d657272791,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,93b411fe-f8d0-5403-a290-dede78c4f7f4,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,f9498c20-0d2e-5e91-a810-c05569963eea,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,e5ec0478-68b3-5c7b-9111-6e7ec369fa41,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,551dd68b-a36a-5d29-a96a-bb1b2aaf8147,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,ddb70b3c-8666-53e8-bb7c-c9c5a8e0b7c0,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,93483b84-4581-551b-8eb9-c0ef3646a0ce,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,3a38d543-f5bd-5274-b9e7-dc7eb8d78bd6,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,abeeccaa-2550-58a5-af18-5bd1adff8fde,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,fa64393a-a011-5be8-a862-6017ffef8e5d,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,fc6b4707-dc55-5191-b78c-4d53a3149b35,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,8fe86188-d9c1-5e82-8090-35ff55e35634,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,0435fab2-8b13-54cb-aa1a-32631d57c0bd,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,dacd6210-f4fa-5941-9ac1-d49f7b009419,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,ac2a8dce-a06b-5f61-954c-a81f84ba25e3,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,a4721059-15f2-5609-9dfc-9bcaaf02d9cd,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,283e14de-29c1-5230-93c9-ded6304edcb0,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,e33e657e-4017-533f-9d08-ed349545b26e,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,9776243c-77af-5a5a-a490-153ef973c4c9,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,5b89eb46-8d79-55e1-acbc-c6912b57af7e,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,d1473244-d4d3-5f8d-a9a7-6114201d1f32,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,e484b5a5-041b-58bf-9b63-43c6aa217ac4,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,8baa06df-d267-5b16-b91d-31b5c740500b,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,b006bf87-f4a8-5f06-964f-af860f688ee3,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,4a9aa005-0eaf-5969-b881-8417cc2c6af8,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,31cfec6c-f9a2-554d-be93-c9f5c9acea50,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,52d1b54f-7c4a-5630-abe0-55675c5bfe25,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,3415bdaf-4280-558e-8770-9a19a1bb543d,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,16ef5db0-2d65-509e-9051-c0eae6c1710f,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,5b020cf3-0352-50d3-a9ec-3c1fe45c1ff7,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,220c133d-03fe-56a1-ad18-c742266a1d00,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,1e82bf9c-1776-5dac-9192-8cbb3a6f8327,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,f299d6cf-b415-5500-ac72-e6b85a85fedf,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,775684a8-fef6-570c-b35a-097330490f72,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,75ad7373-1c1f-554c-b0ad-0167686feffd,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,1ee93db7-7daa-5fe9-9287-b7be012a15d8,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,79483546-3753-562b-9a9b-65ccfeb756a2,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,c3800bc0-93b0-54ff-956a-54816a4a4bae,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,e9df4dc6-47b8-5e7a-b73d-889206c2cc71,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,c6823ec2-a026-5ba3-952a-aa32166132d9,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,f1561db4-4945-5f37-bd66-f92b3a633479,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,ea32c95b-d5e4-5711-8dbd-42cb6e2a6e17,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,bdad0d56-a1d9-5dff-81f1-516a148b92e7,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,307f1915-fda7-50d7-92fe-40968510dca5,0a92ae51-2df7-5f52-b0fa-50695661c41a,True,True
