publication_id,target_passage_id,target_embedding_id,source_embedding_id,source_embedding_run_id
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,010018dc-a28d-54b8-996b-23dc5194fd33,c90d987d-fa96-5a53-9d3d-101db7de313f,6a655e3d-307b-439f-a70e-11399a64d485,d1517770-56a7-432c-a340-b1b61f2fe343
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,01077cd1-2806-5020-8d0a-ef0b37ed4197,c7796ebd-5ae7-50ca-8ea3-daeaae584f85,c5813b9a-4eef-4dd3-950b-e9d51ee4790e,d1a3cdde-59da-48c6-af2f-853ad4d36757
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,01095c85-93fd-59d6-bca4-df15f85f48bc,d502e22f-c8c4-5cfa-bd79-75761c5b61c4,6002e4c6-626c-4dc5-89a9-aa6ac59a07a2,faf17e5b-5744-4274-b339-91fa5eb172f3
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,010a51ea-eddf-59a6-a219-a9632235f8a6,d0a96c1c-369b-5657-adf6-7bf19f07565e,d1082af2-2cc0-44b8-a54a-d5b6fc4427c6,2902a31e-1b4a-414a-8e6b-9f5c9a4f2197
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,010b1971-20bd-5248-899f-7dcf286902c7,2a226696-8e16-5403-8a35-74a1e2d442d7,dc511b3d-f222-4fb3-a1d5-30ca7db69713,d1a3cdde-59da-48c6-af2f-853ad4d36757
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,010c6c27-7c4e-5ea0-8f92-dcf766aac9ee,8d7b2040-9b90-546b-8e59-cf10643f96ab,33f471bd-f935-41a6-89e5-8c9fabbaa129,d4d0fde1-e59d-4a73-9025-4b64b022008c
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,010e3e3e-9c08-5a3c-8405-5f0d543a8ebf,5eb8d37e-7593-50fa-8c9f-879bbfd50dee,d459d876-0711-4c01-8558-e4412bb2193d,cc226ef3-b3fb-45d8-94d4-8f0fd7b80529
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,010e47b8-cf1f-54d1-a2b6-950ecf740236,b4472e2c-d142-5f6d-b8a7-00f69fa9588e,657a1343-cbf6-44b1-8193-c44f9963d0bd,f95a8f77-cf6c-4dc5-a986-ce2c67f7d891
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,0110a2b7-03eb-5551-b499-197d550ea9ff,45215371-27bc-5c7f-94b1-e12df577e941,fda6f01d-1478-4ef8-9a7e-29435983c249,da0c58c7-a5a6-4880-ab21-70ade852bab2
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,0110bb84-8d56-5564-bc56-d31b9a32cc7b,c5023899-36c3-5ec4-8e59-9489ba46fc05,8bd59120-ad0c-4d8f-ba60-a1b7e8903e97,b075b45d-4b62-4935-89b8-75c528ef6c71
